Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Link,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAnalystjobs,JobtickAvgsalary,JobtickDashboard,JobtickEngineerjobs,jobtickExcel,jobtickPython,JobtickScientistjobs,jobtickSQL,YearsofExperience
Not Specified,Middle,Nanyang Commercial Bank,https://www.ncb.com.hk/,18-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Banking / Finance, Others, Information Technology (IT), Support, Product Management / Business Analyst","['Work closely with Product Owner and Project Team', 'Facilitate requirements discussions/workshops', 'Minimum 5 years working as a Business Analyst']",/hk/en/job/e-banking-manger-chatbot-management-ref%3A-nh8011-cm-jdb-100003008820046,e-Banking Manger (Chatbot Management) (Ref: NH8011-CM-JDB),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,5
Not Specified,Entry,CISC Limited,Not Specified,15-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development","['Expanding IT start-up', 'Cyber intelligence', 'Software development']",/hk/en/job/software-engineer-100003008818572,Software Engineer,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,1,0,1,0,1,1
Not Specified,Entry,Cherrypicks Limited,http://www.cherrypicks.com,11-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Product Management / Business Analyst, Others","['5-day work in Tsim Sha Tsui', 'Interested in innovative technology', 'Excellent communication skill with all levels']",/hk/en/job/business-analyst-digital-mobile-projects-100003008806226,Business Analyst (Digital / Mobile Projects),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,0,2
Not Specified,Middle,Sa Sa Dot Com Limited,Not Specified,19-10-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), Network & System, E-commerce, Business Development, Software Development","['Java, JSP, PHP, html', 'E-commerce platform', 'Fresh grad also consider']",/hk/en/job/system-developer-programmer-100003008825230,System Developer  / Programmer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,0,0,0,0,0,0,0,1,2
Not Specified,Senior,Leadership Solutions Limited,Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Software Development","['Project Manager', 'Agile Manager', 'Product Manager']",/hk/en/job/application-solution-architect-product-manager-oracle-financial-agile-waterfall-pm-100003008823871,"Application/Solution Architect, Product Manager, Oracle Financial, Agile/Waterfall PM","Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,1,0,0,0,0,1,10
Not Specified,Entry,Computer And Technologies Software Limited,Not Specified,15-10-2021,22-10-2021,0,['hr_manager @ctil.com'],Information Technology,"Information Technology (IT), Application Specialist - Software, Sales, CS & Business Devpt, Account Servicing, Sales - Sales Management","['Promote enterprise software & services to accounts', 'Exp. of providing pre-sales or technical services', '5-Day work week & Birthday Leave & Subsidy']",/hk/en/job/business-consultant-ref%3Ajdb-ess-sc-100003008817997,Business Consultant (Ref:JDB/ESS/SC),"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,1
Not Specified,Entry,CL Technical Services Limited.,http://www.clts.com,16-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Application Specialist - Network, Network & System","['12 hrs per day shift duty, 4 days per week', 'Shift duties are required', 'Form 5 graduate or above']",/hk/en/job/data-center-operator-bank-tsim-sha-tsui-100003008817693,"Data Center Operator (Bank, Tsim Sha Tsui)","Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Waion Solutions Limited,http://waionsolutions.com/,18-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Banking / Finance, Others, Information Technology (IT), Testing / QA","['5 days work, Medical, Assist in UAT', '1 year working experience is preferable', 'Immediately available would be a great advantage']",/hk/en/job/junior-senior-uat-testers-banking-ref%3A-11843-100003008820423,Junior / Senior UAT Testers - Banking (Ref: 11843),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Entry,樓上有限公司 / HK JEBN LIMITED,Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), IT - Webmaster / SEO","['At least 2 years’ experience in Web application', 'Web, PHP, Angular, JSON, Node', '.Net, MySQL, React, REST']",/hk/en/job/system-analyst-analyst-programmer-programmer-web-development-100003008821083,System Analyst / Analyst Programmer / Programmer (Web Development),"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,1,0,0,0,0,0,0,1,1
Not Specified,Middle,Pathos Consultancy Limited,http://www.pathos.solutions,06-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), DBA, Support, Data Scientist","['Dynamic culture', 'Multi-national environment', 'Great projects exposure']",/hk/en/job/data-analyst-multiple-roles-30-40k-100003008796521,Data Analyst (multiple roles) – 30-40k,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,0,1,0,1,3
Not Specified,Entry,Newtimes Human Resources Limited,http://www.newtimesgroup.com,11-10-2021,22-10-2021,0,no-email@email.com,Clothing/Garment/Textile,"Information Technology (IT), Application Specialist - Software, Support, Software Development","['Immediate availability is highly preferred', 'hands on experience in software application', 'Less experiences is also considered']",/hk/en/job/business-analyst-100003008806008,Business Analyst,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,1,0,0,0,0,0,0,1,3
Not Specified,Entry,Introv Limited,http://www.introv.com,15-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Technical / Functional Consulting, Others","['Medical and Dental Insurance', 'Degree holder in CS/BA or related disciplines', 'Experience in ERP implementation']",/hk/en/job/consultant-associate-consultant-100003008816634,Consultant / Associate Consultant,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,1,0,0,0,1
Not Specified,Senior,Dah Sing Financial Group,http://www.dahsing.com.hk,15-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Testing / QA","['Lead the Digital Project Delivery Team', 'Collaborate with various departments', 'Develop in-scope procedure manuals']",/hk/en/job/team-head-digital-transformation-100003008816065,"Team Head, Digital & Transformation","Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,10
Not Specified,Middle,Orient Overseas Container Line Limited (OOCL),http://www.oocl.com,15-10-2021,22-10-2021,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Information Technology (IT), Support, Security, Network & System","['Global cyber security project exposure', 'IT-driven and leading global liner', 'Sizable and stable workplace']",/hk/en/job/cyber-security-analyst-100003008815078,Cyber Security Analyst,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,1,0,0,3
Not Specified,Entry,Be Myjob Company Limited,Not Specified,14-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software","['At least 5 years of system development experiences', 'Experience in cloud based system deployment', 'Securities trading and settlement application']",/hk/en/job/system-analyst-100003008814677,System Analyst,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,1,0,0,0,0,0,0,1,1
Not Specified,Middle,HKT,http://www.pccw.com,08-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Information Technology (IT), Support, Product Management / Business Analyst, E-commerce, Product Management / Business Analyst","['Establish program strategy', 'Conduct competitive analysis and report', 'Stakeholder management']",/hk/en/job/senior-business-analyst-the-club-100003008801240,Senior Business Analyst - The Club,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,0,3
Not Specified,Entry,SW Management Limited,Not Specified,18-10-2021,22-10-2021,0,no-email@email.com,Legal Services,"Information Technology (IT), Hardware, Support, Network & System","['Proactive working attitude', 'Cloud/Internal servers and PC support', 'Immediately available is an advantage']",/hk/en/job/it-administrator-it-department-100003008822466,IT Administrator – IT Department,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Lam Soon (Hong Kong) Limited,Not Specified,06-10-2021,22-10-2021,0,no-email@email.com,Manufacturing,"Information Technology (IT), Application Specialist - Software, DBA, Software Development","[""Bachelor's degree in Computer Science"", 'At least 3 yrs of relevant working experience', 'Proficient in using Excel, Python, Tableau, SQL']",/hk/en/job/senior-business-system-analyst-e-commerce-ref%3A-jdb_21_027-100003008793973,Senior Business System Analyst (e-Commerce) (Ref: JDB_21_027),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,1,0,0,1,0,1,3
Not Specified,Senior,Robert Walters (HK),http://www.robertwalters.com.hk,08-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Banking / Finance, Financial Services, Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Data Scientist","['6 yrs+ of exp in data governance & data mgt', 'Chinese fintech role', 'Proficiency in Chinese and English']",/hk/en/job/data-manager-data-governance%3B-chinese-fintech-up-to-75k-pm-100003008802215,"Data Manager (Data Governance; Chinese Fintech, up to 75k pm)","Full Time, Permanent",Degree,HK$45K-70K/month,Data Scientist,0,57,0,0,1,0,0,1,6
Not Specified,Middle,Conners Consulting Limited,Not Specified,08-10-2021,22-10-2021,"['2851 7763', '3996 8090']",no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, E-commerce, Software Development","['Engage in the entire system development life cycle', 'Self-motivated and can work independently', 'Experience candidates will be considered as SSA']",/hk/en/job/systems-analyst-analyst-programmer-100003008800818,Systems Analyst / Analyst Programmer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,1,0,0,0,0,0,0,1,2
Not Specified,Entry,Hong Kong Exchanges and Clearing Limited,http://www.hkex.com.hk,30-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Banking / Finance, Financial Services, Information Technology (IT)","['See job description.', 'See job description.', 'See job description.']",/hk/en/job/officer-it-system-testing-and-data-analysis-18-month-contract-100003008784945,Officer – IT System Testing and Data Analysis (18-month contract),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,0,2
Not Specified,Entry,TEKsystems,Not Specified,01-10-2021,22-10-2021,0,no-email@email.com,Hospitality/Catering,"Information Technology (IT), Data Scientist","['Data Engineer/Data Scientist', 'Customer Facing Data/ Large Data Volume', 'New Technology(Cloud/ Big Data/ Kafka)']",/hk/en/job/data-scientist-data-engineer-large-volume-customer-facing-data-100003008785361,Data Scientist/ Data Engineer - Large Volume Customer-Facing Data,"Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,1,1,0,0,1,1,1
Not Specified,Senior,Vita Green Health Products Company Limited,http://www.vitagreen.com,04-10-2021,22-10-2021,0,no-email@email.com,Health & Beauty Care,"Information Technology (IT), IT Project Management / Team Lead, Others, Data Scientist","['Leading health products company', 'Work life balance culture', 'Great career opportunity']",/hk/en/job/system-analyst-bi-reporting-lead-100003008787756,System Analyst – BI / Reporting Lead,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,1,0,0,0,0,1,5
Not Specified,Entry,dRoW Limited,Not Specified,08-10-2021,22-10-2021,0,no-email@email.com,Architecture/Building/Construction,"Information Technology (IT), Product Management / Business Analyst","['0-3 years of working experience', 'Background in IT or construction preferable', 'Good potential with opportunities for growth']",/hk/en/job/business-analyst-it-construction-industry-100003008802106,Business Analyst - IT & Construction Industry,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Data Scientist,1,0,0,0,0,0,0,0,1
Not Specified,Middle,NTT DATA Hong Kong Limited,Not Specified,08-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), DBA","['Database Software', 'MySQL , MS SQL , AWS', '2 to 4 years of experience in database admin']",/hk/en/job/database-administrator-100003008804377,Database Administrator,"Full Time, Permanent",Degree,NotSpecified,Data Scientist,0,0,0,0,0,0,0,1,2
Not Specified,Entry,Optimum Solutions (Hong Kong) Limited,Not Specified,30-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Others, Data Scientist","['Data', 'Hadoop', 'Data Analytics']",/hk/en/job/data-engineer-100003008782226,Data Engineer,"Contract,Temporary",Not Specified,NotSpecified,Data Scientist,0,0,1,1,1,1,0,1,1
Not Specified,Entry,CL Technical Services Limited.,http://www.clts.com,17-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Application Specialist - Network, Network & System","['SDWAN', 'Helpdesk Service', 'Government Projects']",/hk/en/job/infrastructure-specialist-over-60k-ad-windows-100003008817848,"Infrastructure Specialist (over 60K, AD & Windows)","Full Time, Permanent",Not Specified,NotSpecified,Data Scientist,0,0,0,0,0,0,0,0,1
Not Specified,Entry,BDO,http://www.bdo.com.hk,07-10-2021,22-10-2021,0,no-email@email.com,Accounting/Audit/Tax Services,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), IT Auditing, Others, Student / Fresh Graduate / No Experience","['Support IT Audit and Audit Analytics Engagements', 'Technology Savvy', 'Excellent career prospects']",/hk/en/job/associate-audit-analytics-2021-intake-100003008800318,Associate – Audit Analytics (2021 Intake),"Full Time, Permanent",Degree,NotSpecified,Data Scientist,1,0,0,0,1,0,0,0,1
