Area,Career Level,Company,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Type,Job Title,YearsofExperience,Qualification,Salary,Search Term,jobtick_avgsalary,jobtick_Javascript,jobtick_HTML,jobtick_ReactJS,jobtick_engineerjobs,jobtick_developerjobs,jobtick_programmerjobs,Company Website,Job Link,Job Highlights,Job Functions
Not Specified,Middle,TVB New Media Group Limited,05-10-2021,22-10-2021,0,no-email@email.com,Media/Publishing/Printing,"Full Time, Permanent",System Analyst,7,Non-Degree Tertiary,NotSpecified,Front End Developer,0,1,0,0,0,0,0,http://www.tvb.com/,/hk/en/job/system-analyst-100003008777289,"['Conduct system analysis and design', 'Liaise with user to define system requirements', 'Prepare system documents']","Information Technology (IT), Support, Testing / QA, Network & System"
Not Specified,Entry,Adhoc Fun Limited,23-09-2021,22-10-2021,0,no-email@email.com,Media/Publishing/Printing,"Full Time, Permanent",Software Engineer (Web),2,Degree,NotSpecified,Front End Developer,0,0,1,1,1,0,0,Not Specified,/hk/en/job/software-engineer-web-100003008758660,"['Happy, fun and harmonious working environment', '5 days work / Flexible working hours', 'Fresh graduates will be considered']","Information Technology (IT), Application Specialist - Software, IT - Webmaster / SEO"
Not Specified,Entry,We Aries Group Limited,23-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Analyst Programmer,2,Non-Degree Tertiary,NotSpecified,Front End Developer,0,1,0,1,1,0,1,Not Specified,/hk/en/job/analyst-programmer-100003008757503,"['5-day work; Flexible working hours', 'Friendly working environment', 'Performance bonus; Banking Holiday']","Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development"
Not Specified,Entry,FunTown Hong Kong Limited,23-09-2021,22-10-2021,0,no-email@email.com,Trading and Distribution,"Full Time, Permanent",Technical Support Engineer (Game) (5-day work),1,Not Specified,HK$20K-30K/month,Front End Developer,25,0,0,0,0,0,0,http://www.funtown.com.hk,/hk/en/job/technical-support-engineer-game-5-day-work-100003008759875,"['Vtuber support platform', 'live streaming', '3rd-party API integration']","Information Technology (IT), Software Development"
Not Specified,Senior,Conners Consulting Limited,28-09-2021,22-10-2021,"['2851 7763', '3996 8090']",no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Senior Systems Analyst,8,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/senior-systems-analyst-100003008776444,"['Develop/Govern systems architecture of application', Permanent post with full bank's benefits"""," 'Less experience candidate will consider as SA']"""
Not Specified,Middle,CGP,23-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Full Stack Engineer,1,Not Specified,HK$45K-90K/month,Front End Developer,67,0,0,1,0,0,0,Not Specified,/hk/en/job/full-stack-engineer-100003008760621,"['Python API; Full Stack', '20 days+ AL', 'Work From Home']","Information Technology (IT), Application Specialist - Software"
Not Specified,Senior,The University of Hong Kong,23-09-2021,22-10-2021,0,no-email@email.com,Education,"Contract,Temporary",IT Manager (Solution Delivery),8,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/it-manager-solution-delivery-100003008757799,"['a Bachelorâ€™s degree in Information Technology', 'should have excellent project management', 'annual leave and medical benefits']","Information Technology (IT), IT Project Management / Team Lead"
Not Specified,Entry,Linnovate Partners Limited,23-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",Software / Senior Software Engineer,2,Degree,HK$20K-55K/month,Front End Developer,37,1,1,0,0,0,0,Not Specified,/hk/en/job/software-senior-software-engineer-100003008759337,"['Finance Service', 'Fast growing', 'Dynamic Environment']","Information Technology (IT), Software Development"
Not Specified,Middle,Schenker International (H.K.) Limited,05-10-2021,22-10-2021,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Full Time, Permanent",IT Business Analyst - Information Technology (Ref no.: JD/ITD/007/211005),3,Matriculated,NotSpecified,Front End Developer,0,1,0,0,0,0,0,Not Specified,/hk/en/job/it-business-analyst-information-technology-ref-no-%3A-jd-itd-007-211005-100003008792963,"['Data Technology Hub"" Project with HKSTP'", 'Experience in IT project'
Not Specified,Middle,HKBN Enterprise Solutions HK Limited,20-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent",Analyst Programmer / Programmer,1,Non-Degree Tertiary,NotSpecified,Front End Developer,0,0,0,1,0,0,1,Not Specified,/hk/en/job/analyst-programmer-programmer-100003008829761,"['Prepare SIT/UAT test plan & manage test execution', '2 yrs exp in IT, mobile app & VueJs', 'Talent-first Culture & LIFE-work Priority']","Information Technology (IT), Application Specialist - Software, Support, Software Development"
Not Specified,Entry,Triangle Recruitment,11-10-2021,22-10-2021,0,['info @ trianglerecruit.com'],Human Resources Management/Consultancy,"Full Time, Permanent",Interactive Developer / Programmer (Unity 2D 3D) (Ref016),1,Non-Degree Tertiary,NotSpecified,Front End Developer,0,1,1,0,0,1,1,http://www.trianglerecruit.com,/hk/en/job/interactive-developer-programmer-unity-2d-3d-ref016-100003008808290,"['1 Year Experience', 'More exp. will be considered as senior role', 'Very Energetic and Up-Trend Team']","Design, Multi-media, Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Middle,Ambitious People Group,28-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Mobile Developer | Fintech | Android,1,Degree,HK$25K-45K/month,Front End Developer,35,0,0,1,0,1,0,http://www.ambitiouspeople.hk,/hk/en/job/mobile-developer-%7C-fintech-%7C-android-100003008772922,"['Training budget', 'Flexible working hours', '13 month + discretionary bonus']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Entry,The Hong Kong Polytechnic University,27-09-2021,22-10-2021,['21092703'],no-email@email.com,Education,"Full Time, Permanent",Specialist (Technology Enablement),1,Degree,NotSpecified,Front End Developer,0,1,1,1,0,0,0,Not Specified,/hk/en/job/specialist-technology-enablement-100003008772301,"['Support daily operations & projects implementation', 'A recognised degree in Computer Science', 'Assist in the development of mobile app']","Information Technology (IT), Software Development, Network & System, Mobile / Wireless Communications"
Not Specified,Entry,JustOneGalaxy Recruitment Limited,29-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent","UIUX Designer (Virtual Bank Digital Transformation Project, 25K)",1,Non-Degree Tertiary,NotSpecified,Front End Developer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/uiux-designer-virtual-bank-digital-transformation-project-25k-100003008777671,"['New Virtual Bank Digital Transformation Project', 'Brilliant Project & Dev Team & Founder', 'Young & fun culture']","Information Technology (IT), Product Management / Business Analyst, Others, UI/UX Designer"
Not Specified,Middle,Logistics and Supply Chain MultiTech R&D Centre Limited,20-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Software Engineer (5G & Embedded System),5,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.lscm.hk,/hk/en/job/software-engineer-5g-embedded-system-100003008828042,"['Responsible for R&D projects implementation', 'Utilize various techniques of software design', 'At least 5 years experience in software design']","Engineering, Electrical / Electronics, Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Entry,Nexify Limited,05-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Project Assistant (IT Project),2,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/project-assistant-it-project-100003008792924,"['Support user on requirement collection', 'Organize meetings, projectâ€™s documentation', 'Attractive remuneration package & 5 days work']","Information Technology (IT), IT Project Management / Team Lead, Support, Others"
Not Specified,Entry,SHOPLINE,06-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Software Engineer (Fresh Grads Welcome),1,Non-Degree Tertiary,NotSpecified,Front End Developer,0,1,0,1,1,0,0,Not Specified,/hk/en/job/software-engineer-fresh-grads-welcome-100003008795630,"['Practical training to know industry best practices', 'Attractive package and benefits e.g.Birthday leave', 'Develop technical knowledge and skill']","Information Technology (IT), Software Development"
Not Specified,Senior,Tradelink Electronic Commerce Limited,24-09-2021,22-10-2021,['25991680'],no-email@email.com,Information Technology,"Full Time, Permanent",Assistant Manager  -  Solutions & Services Development,1,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.tradelink.com.hk,/hk/en/job/assistant-manager-solutions-services-development-100003008764729,"['5-day work week, medical insurance & double pay', 'Degree / Higher Diploma of IT / computer science', '> 6 years working experience']","Information Technology (IT), Software Development, Mobile / Wireless Communications"
Not Specified,Entry,Tradelink Electronic Commerce Limited,24-09-2021,22-10-2021,['25991680'],no-email@email.com,Information Technology,"Full Time, Permanent",System Analyst  -  Solutions & Services Development,1,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.tradelink.com.hk,/hk/en/job/system-analyst-solutions-services-development-100003008764786,"['5-day work week, medical insurance & double pay', 'Degree / Higher Diploma of IT / computer science', '> 6 years working experience']","Information Technology (IT), Software Development, Mobile / Wireless Communications"
Not Specified,Entry,Manpower Services (Hong Kong) Limited,30-09-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",[Urgent] Analyst Programmer / System Analyst (.NET) (20-50K),2,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,1,http://www.manpowergroupgrc.hk,/hk/en/job/%5Burgent%5D-analyst-programmer-system-analyst-net-20-50k-100003008784280,"['Responsible for SDLC activities', 'Attractive Remuneration Package with medical, doub', 'Solid experience in .Net, JavaScript']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Senior,Asia Ticketing Limited,23-09-2021,22-10-2021,0,no-email@email.com,Others,"Full Time, Permanent",Senior Python/Django Developer,5,Degree,NotSpecified,Front End Developer,0,1,0,0,0,1,0,Not Specified,/hk/en/job/senior-python-django-developer-100003008758673,"['5 years experience Python + Django', 'Agile delivery; modular code with unit tests', 'JQuery + VueJS, Docker, REST + GraphQL']","Information Technology (IT), Software Development"
Not Specified,Senior,CKC Solutions Limited,27-09-2021,22-10-2021,['2885 8318'],no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",System Analyst / Application Development Manager (C++) - Fintech - Up to HKD45K,1,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/system-analyst-application-development-manager-c-fintech-up-to-hkd45k-100003008772302,"['Permanent role with great development', 'Good Career Path', 'Attractive package and benefit']","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development"
Not Specified,Senior,Now TV,20-10-2021,22-10-2021,['2827 8322'],no-email@email.com,Telecommunication,"Full Time, Permanent",Assistant Product Development Manager,5,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.pccw.com,/hk/en/job/assistant-product-development-manager-100003008830675,"['Develop innovative products for Now TV', 'Lead various technical parties and business teams', 'Develop business acumen']","Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Others"
Not Specified,Entry,ASM Technology Hong Kong Limited,27-09-2021,22-10-2021,0,no-email@email.com,Engineering - Electrical/Electronic/Mechanical,"Full Time, Permanent","Business Analyst, IT",2,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.asmpacific.com/,/hk/en/job/business-analyst-it-100003008768853,"['Providing HRIS support services to Global HR users', 'Degree in Information System / Computer Science', 'Min. 2 yearsâ€™ IT Project experience']","Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Others"
Not Specified,Middle,Blockchain Solutions Limited,27-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",Analyst Programmer (UX/UI),2,Degree,NotSpecified,Front End Developer,0,0,0,1,0,0,1,Not Specified,/hk/en/job/analyst-programmer-ux-ui-100003008771978,"['5 days work', 'Flexiable working hours', 'Medical Insurance']","Information Technology (IT), Others"
Not Specified,Senior,GrammyTech Limited,27-09-2021,22-10-2021,0,['garychoi @grammytech.com'],Human Resources Management/Consultancy,"Full Time, Permanent",Application Development Manager - (Bank / IT Industry ),1,Not Specified,HK$55K-70K/month,Front End Developer,62,1,1,1,1,0,0,http://www.grammytech.com,/hk/en/job/application-development-manager-bank-it-industry-100003008771220,"['Nice environment and package', 'Cloud and application development projects', 'Good experience in handling relational databases']","Information Technology (IT), IT Management, Software Development, Others"
Not Specified,Senior,Oursky Limited,23-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Software Project Manager (PM) - Web / Mobile App Development,1,Degree,HK$30K-55K/month,Front End Developer,42,0,0,0,0,0,0,http://oursky.com,/hk/en/job/software-project-manager-pm-web-mobile-app-development-100003008747927,"['Work with the best software team in town', 'SCRUM / strong engineering culture', 'Flexible working hours / open to remote work']","Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Software Development"
