Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAvgsalary,Jobtick Productjobs,JobtickPrototyping,JobtickResearch,JobtickUiuxjobs,JobtickWebmobileappjobs,JobtickWireframing,JobtickWriting,YearsofExperience
Not Specified,Middle,United Asia Finance Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), Software Development, Security, Network & System","['Double pay and discretionary bonus', 'Drive system/ software architecture design', 'Degree or above in Computer Science, IT']",Application Architect (FinTech and Innovation Department),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,8
Not Specified,Entry,Linkers International Limited,Not Specified,2021-10-20,2021-10-22,['2391 2813'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development","['5 days working, in-house role', '2+ years working experience', 'exp in web page / SharePoint / data visualization']",Robotic Process Automation (RPA) Engineer / Analyst Programmer (Banking/ Finance),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Robert Walters (HK),http://www.walterspeople.com.hk,2021-10-22,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Hardware, Application Specialist - Network, Network & System","['Western Work Culture', 'Mature Team Work Spirit', 'Regional Exposure, high remuneration package']",VMWare Server Specialist,"Full Time, Permanent",Degree,HK$35K-45K/month,Service Designer,40,0,0,0,0,0,0,0,1
Not Specified,Middle,KOS International Limited,http://www.kos-intl.com,2021-10-18,2021-10-22,['3180 4950'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Product Management / Business Analyst","['RPA & Automation', 'Project Management', 'Sizeable Corporate with Stable Business']",IT Business Analyst (RPA) ~ 30K,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Senior,Green Tomato Limited,http://www.gtomato.com,2021-10-22,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), Product Management / Business Analyst","['Birthday Leave', 'Competitive remuneration', 'Year-end Performance Bonus']",Business Analyst,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,1,1,0,0,1,1,2
Not Specified,Middle,MPower Technologies Limited,Not Specified,2021-10-18,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development","['System Analyst,develop IT Web&Mobile Apps services', 'Node.js,React.JS,CSS,JSON,RESTful,Git,React Native', 'managing system analysis&design,software developme']",SYSTEM ANALYST,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Senior,Hellotoby Technology (HK) Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), Product Management / Business Analyst","['Translate requirements from business into product', 'Research, observation, data-mining and testing', 'Define and track product performance metric']",Product Manager,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,1,0,1,0,0,0,0,5
Not Specified,Middle,Hong Kong Broadband Network Limited,http://www.hkbn.net/2012/,2021-10-20,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['In house program development', 'Experience in managing application design', 'LIFE-Work Priority Culture']",System Analyst - Digital Commerce,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Entry,Cathay Pacific Airways Limited,http://www.cathaypacific.com/careers,2021-10-22,2021-10-22,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Information Technology (IT), Technical / Functional Consulting, Others","['Minimum 7 years of IT experience', 'Cloud based architecture and design framework', 'Travel Benefits, 5-day work, Medical Benefits']",Solution Architect,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,1,0,0,0,0,0,1
Not Specified,Entry,Everway technology Limited,Not Specified,2021-10-22,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Network & System","['Double Pay', 'Bouns', 'Provide accommodation']",Java programmer,"Full Time, Permanent",Matriculated,NotSpecified,Service Designer,0,0,0,1,0,0,0,0,1
Not Specified,Entry,Super Hunter Services Co. Limited,http://www.superhunter.com.hk,2021-10-22,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Support, Technical / Functional Consulting","['Global Manufacturer background', 'Good location, convenient traffic', 'Good package']",IT Application Support (Manufacturer),"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,2
Not Specified,Entry,Baleno Kingdom Limited,http://www.baleno.com.hk,2021-10-22,2021-10-22,0,no-email@email.com,Mixed Industry Group,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['Assist to ERP & WMS systems', 'Programming experience, retail industry is a plus', 'Excellent working location']",Programmer / Analyst Programmer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Entry,Everway technology Limited,Not Specified,2021-10-22,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development","['Medical insurance', 'Annual leave 12 Day', 'With Discretionary Bonus']",Front-end programmer,"Full Time, Permanent",School Certificate,HK$20K-35K/month,Service Designer,27,0,0,1,0,0,0,0,1
Not Specified,Middle,PERSOLKELLY Hong Kong Limited,http://www.persolkelly.com.hk,2021-10-19,2021-10-22,0,['Contract_hk @persolkelly.com'],Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development","['Web Application Development', 'React JS, ANT Design Pro development', 'Working for Statutory bodies']",Systems Analysts / Analysts Programmer (JAVA & REACT JS),"Full Time, Permanent",Degree,HK$45K-55K/month,Service Designer,50,0,0,0,0,0,0,0,3
Not Specified,Entry,Cathay Pacific Airways Limited,http://www.cathaypacific.com/careers,2021-10-18,2021-10-22,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Information Technology (IT), Others, Others, Student / Fresh Graduate / No Experience","['Bachelor’s degree in IT or any related discipline', 'Graduate Opportunity', 'Travel Benefits, Medical Benefits']",2022 Digital & IT Graduate Trainee Programme,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Robert Walters (HK),http://www.walterspeople.com.hk,2021-10-22,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Product Management / Business Analyst","['Gather User Requirement, set up test bed', 'Participate UAT and regression test', 'Experience on UAT and / or systems design']",UAT tester / Quality Assurance ~ 28K,"Full Time, Permanent",Non-Degree Tertiary,HK$14K-30K/month,Service Designer,22,0,0,0,0,0,0,0,1
Not Specified,Entry,VTECH Corporate Services Limited,http://www.vtech.com/,2021-10-21,2021-10-22,0,no-email@email.com,Electronics/Electrical Equipment,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['Systems analysis & design for ERP applications;', 'Solid programming exp. in Oracle Forms / Reports', '13 months salary, flexible working hours, Stable']",Analyst Programmer - Oracle EBS/ ERP focus (VCO198/J05),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Entry,Super Hunter Services Co. Limited,http://www.superhunter.com.hk,2021-10-22,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Support, Technical / Functional Consulting","['Global Manufacturer background', 'Good location, convenient traffic', 'Good package']",IT System & Software Engineer (DX),"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Senior,Sing Tao Management Services Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Media/Publishing/Printing,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Software Development","['Lead team to design and develop a set of processes', 'Demonstrate DevOps-in-practice', '7 years of experience in designing, architecting']",Technical Director (New Media Business),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,7
Not Specified,Middle,Ambition,http://www.ambition.com.hk,2021-10-15,2021-10-22,['3103 4312'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Others","['MNC', 'Project Management', 'Great Learning Platform']",Business Analyst- Banking- (25-35k),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Senior,Green Tomato Limited,http://www.gtomato.com,2021-10-22,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), IT Management, Software Development, Mobile / Wireless Communications","['Birthday Leave', 'Competitive Remuneration', 'Happy and harmonious working environment']",Solution Architect,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,6
Not Specified,Entry,METRO Sourcing International Limited,Not Specified,2021-10-20,2021-10-22,0,no-email@email.com,Trading and Distribution,"Information Technology (IT), Application Specialist - Software, Software Development, UI/UX Designer","['Exp in development with knowledge of Oracle DB', ""Resp. for applications' design, development & mgt"", 'MNC, 5 days work, double pay, performance bonus']",Senior Developer (Java Developer),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Entry,China CITIC Bank International Limited,http://www.cncbinternational.com,2021-10-18,2021-10-22,0,no-email@email.com,Banking,"Banking / Finance, Others, Information Technology (IT), IT Project Management / Team Lead, Software Development","['architecture design of heterogeneous IT projects', '5 - 7 years of proven experience in system design', 'Profound knowledge of open technology stack']","Assistant Vice President, IT Architect","Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Senior,China Unicom (Hong Kong) Operations Limited,http://www.chinaunicomglobal.com/hk,2021-10-21,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), Product Management / Business Analyst","['Performance bonus', 'Group medical', '5 days work']",A2P Product Manager（Business Support and Channel Development）,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,1,0,1,0,0,0,0,1
Not Specified,Middle,Ztore HK Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), IT - Webmaster / SEO, Software Development, Security","['Java, Spring Boot, Microservices Architecture', 'Docker, Kubernetes, MQ, AWS Cloud', 'Test Driven Development']",Analyst Programmer (Java),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,4
Not Specified,Senior,Wellesley Associates Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Software Development, Technical / Functional Consulting, Sales, CS & Business Devpt, Technical Sales / Sales Engineer","['Cloud Architect (Domain Lead)', '1-1.25M (Base)+ Bonus', 'Cloud delivery of Infra/cloud & Apps solutioning']",Cloud Architect (Domain Lead) – Professional IT Consulting House – 1-1.25M (Base)+ Bonus,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,1,1
Not Specified,Middle,Sino United Publishing (Holdings) Limited,Not Specified,2021-10-22,2021-10-22,0,no-email@email.com,Media/Publishing/Printing,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Software Development","['Degree in IT/Computer Sciences,2 years experience', 'IT project management,5-day work week', 'double pay,performance bonus,bank holiday']",IT Project Executive / IT Project Support (Application/ Software Development),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,2
Not Specified,Entry,Talent Fields Hong Kong Company Limited,Not Specified,2021-10-21,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead","['Team Management', 'Perm role', 'Experience implementing and working with vendors']",IT Business Analyst - (Agile focus - Permanent),"Full Time, Permanent",Not Specified,HK$45K-55K/month,Service Designer,50,0,0,0,0,0,0,0,1
Not Specified,Senior,Hong Kong Express Airways Limited,Not Specified,2021-10-20,2021-10-22,0,no-email@email.com,Tourism / Travel Agency,"Professional Services, Business Analysis / Data Analysis, Business Consultancy, Information Technology (IT), Data Scientist","['Act as an expert consultant in data science', 'Engage BUs to identify and structure problems', 'Develop the data science practice']","Manager, Data Science & Insights","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,1,0,0,0,0,6
Not Specified,Senior,Hong Kong Air Cargo Terminals Limited,http://www.hactl.com,2021-10-22,2021-10-22,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development","['Excellent career opportunity with attractive pay', 'Guarantee 13th month pay & discretionary bonus', 'Free Shuttle and Transport Subsidy']",Digital Solution Lead,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,6
